src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,fwd_iat_min,tot_fwd_pkts,fwd_seg_size_min,target,
192.168.1.2,192.168.40.20,38272,1883,6,21109.10416,0,1,20,0,
192.168.1.229,192.168.40.20,32226,1883,6,25697.46971,0,1,20,0,
192.168.40.20,192.168.40.215,32226,1883,6,25565.62424,0,1,20,0,
192.168.1.221,192.168.40.20,36518,1883,6,25712.7285,0,1,20,0,
192.168.1.249,192.168.40.20,52233,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,52233,1883,6,0,0,1,20,0,
192.168.1.236,192.168.40.20,3704,1883,6,0,0,1,20,0,
192.168.1.224,192.168.40.20,26652,1883,6,26489.97307,0,1,20,0,
192.168.40.20,192.168.40.215,26652,1883,6,26408.43391,0,1,20,0,
192.168.1.155,192.168.40.20,9991,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,9991,1883,6,0,0,1,20,0,
192.168.1.59,192.168.40.20,53952,1883,6,0,0,1,20,0,
192.168.1.115,192.168.40.20,58516,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,58516,1883,6,0,0,1,20,0,
192.168.1.172,192.168.40.20,60255,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,60255,1883,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,43117,6,0,0,1,20,0,
192.168.40.20,192.168.1.39,1883,43117,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,40117,6,0,0,1,20,0,
192.168.40.20,192.168.1.133,1883,40117,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,13958,6,0,0,1,20,0,
192.168.40.20,192.168.1.99,1883,13958,6,0,0,1,20,0,
192.168.1.183,192.168.40.20,33501,1883,6,30425.07172,0,1,20,0,
192.168.40.20,192.168.40.215,33501,1883,6,30280.82848,0,1,20,0,
192.168.40.215,192.168.40.20,1883,47794,6,0,0,1,20,0,
192.168.40.20,192.168.1.172,1883,47794,6,0,0,1,20,0,
192.168.40.20,192.168.1.160,1883,43798,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,131,6,0,0,1,20,0,
192.168.40.20,192.168.1.207,1883,131,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,22014,6,0,0,1,20,0,
192.168.40.20,192.168.1.223,1883,22014,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,685,6,0,0,1,20,0,
192.168.40.20,192.168.1.187,1883,685,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,39719,6,0,0,1,20,0,
192.168.40.20,192.168.1.122,1883,39719,6,0,0,1,20,0,
192.168.40.20,192.168.1.158,1883,5982,6,0,0,1,20,0,
192.168.1.8,192.168.40.20,31013,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,31013,1883,6,0,0,1,20,0,
192.168.1.165,192.168.40.20,55591,1883,6,0,0,1,20,0,
192.168.1.39,192.168.40.20,63854,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,63854,1883,6,0,0,1,20,0,
192.168.1.149,192.168.40.20,41574,1883,6,21468.87779,0,1,20,0,
192.168.40.20,192.168.40.215,41574,1883,6,0,0,1,20,0,
192.168.1.193,192.168.40.20,26664,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,26664,1883,6,0,0,1,20,0,
192.168.1.122,192.168.40.20,30028,1883,6,24172.54448,0,1,20,0,
192.168.1.216,192.168.40.20,33348,1883,6,21284.10339,0,1,20,0,
192.168.40.20,192.168.40.215,33348,1883,6,21206.61736,0,1,20,0,
192.168.1.24,192.168.40.20,49632,1883,6,21301.03111,0,1,20,0,
192.168.40.20,192.168.40.215,49632,1883,6,21176.09978,0,1,20,0,
192.168.1.49,192.168.40.20,48518,1883,6,20939.11171,0,1,20,0,
192.168.40.20,192.168.40.215,48518,1883,6,20870.924,0,1,20,0,
192.168.1.158,192.168.40.20,44558,1883,6,20580.53017,0,1,20,0,
192.168.40.20,192.168.40.215,44558,1883,6,20487.78534,0,1,20,0,
192.168.40.20,192.168.1.193,1883,1529,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,44676,6,0,0,1,20,0,
192.168.40.20,192.168.1.253,1883,44676,6,0,0,1,20,0,
192.168.1.172,192.168.40.20,7206,1883,6,15266.18004,0,1,20,0,
192.168.40.20,192.168.40.215,7206,1883,6,15089.27345,0,1,20,0,
192.168.1.78,192.168.40.20,34460,1883,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,29256,6,0,0,1,20,0,
192.168.40.20,192.168.1.136,1883,29256,6,0,0,1,20,0,
192.168.40.20,192.168.1.136,1883,12451,6,0,0,1,20,0,
192.168.40.20,192.168.1.32,1883,58034,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,8015,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,32723,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,61805,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,11667,6,0,0,1,20,0,
192.168.40.20,192.168.1.153,1883,11667,6,0,0,1,20,0,
192.168.1.180,192.168.40.20,57439,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,57439,1883,6,0,0,1,20,0,
192.168.1.134,192.168.40.20,31041,1883,6,15681.74362,0,1,20,0,
192.168.1.152,192.168.40.20,49615,1883,6,17377.37656,0,1,20,0,
192.168.40.20,192.168.40.215,49615,1883,6,17244.57741,0,1,20,0,
192.168.40.215,192.168.40.20,1883,15792,6,0,0,1,20,0,
192.168.40.20,192.168.1.147,1883,15792,6,0,0,1,20,0,
192.168.1.181,192.168.40.20,18073,1883,6,17205.23834,0,1,20,0,
192.168.40.20,192.168.40.215,18073,1883,6,17140.86533,0,1,20,0,
192.168.1.214,192.168.40.20,18918,1883,6,17221.21239,0,1,20,0,
192.168.40.20,192.168.40.215,18918,1883,6,17118.45398,0,1,20,0,
192.168.1.244,192.168.40.20,36932,1883,6,13818.02559,0,1,20,0,
192.168.40.20,192.168.40.215,36932,1883,6,13653.27835,0,1,20,0,
192.168.1.38,192.168.40.20,7771,1883,6,13833.5228,0,1,20,0,
192.168.40.215,192.168.40.20,1883,14150,6,0,0,1,20,0,
192.168.40.20,192.168.1.72,1883,14150,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,44895,6,0,0,1,20,0,
192.168.40.20,192.168.1.247,1883,44895,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,57342,6,0,0,1,20,0,
192.168.40.20,192.168.1.120,1883,57342,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,29830,6,0,0,1,20,0,
192.168.40.20,192.168.1.182,1883,29830,6,0,0,1,20,0,
192.168.1.87,192.168.40.20,45214,1883,6,17743.82591,0,1,20,0,
192.168.1.241,192.168.40.20,50204,1883,6,17768.14461,0,1,20,0,
192.168.40.20,192.168.40.215,50204,1883,6,17658.9489,0,1,20,0,
192.168.1.203,192.168.40.20,15453,1883,6,10164.26086,0,1,20,0,
192.168.40.20,192.168.40.215,15453,1883,6,10072.94655,0,1,20,0,
192.168.1.73,192.168.40.20,29801,1883,6,13243.67523,0,1,20,0,
192.168.40.20,192.168.40.215,29801,1883,6,13111.1145,0,1,20,0,
192.168.1.128,192.168.40.20,9250,1883,6,11564.25476,0,1,20,0,
192.168.40.20,192.168.40.215,9250,1883,6,11416.43524,0,1,20,0,
192.168.1.68,192.168.40.20,10118,1883,6,11576.65253,0,1,20,0,
192.168.40.20,192.168.40.215,10118,1883,6,11395.93124,0,1,20,0,
192.168.40.215,192.168.40.20,1883,15692,6,0,0,1,20,0,
192.168.40.20,192.168.1.182,1883,15692,6,0,0,1,20,0,
192.168.1.71,192.168.40.20,37625,1883,6,11041.64124,0,1,20,0,
192.168.1.222,192.168.40.20,48411,1883,6,15295.98236,0,1,20,0,
192.168.40.20,192.168.40.215,48411,1883,6,15208.95958,0,1,20,0,
192.168.40.20,192.168.1.248,1883,5757,6,0,0,1,20,0,
192.168.1.231,192.168.40.20,57635,1883,6,11630.53513,0,1,20,0,
192.168.40.20,192.168.40.215,57635,1883,6,11528.01514,0,1,20,0,
192.168.1.115,192.168.40.20,57240,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,57240,1883,6,0,0,1,20,0,
192.168.1.18,192.168.40.20,21701,1883,6,15743.0172,0,1,20,0,
192.168.40.20,192.168.40.215,21701,1883,6,15685.55832,0,1,20,0,
192.168.1.251,192.168.40.20,2494,1883,6,17418.14613,0,1,20,0,
192.168.40.20,192.168.40.215,2494,1883,6,17341.85219,0,1,20,0,
192.168.1.229,192.168.40.20,59089,1883,6,17668.24722,0,1,20,0,
192.168.40.20,192.168.40.215,59089,1883,6,17617.9409,0,1,20,0,
192.168.1.210,192.168.40.20,1639,1883,6,13434.17168,0,1,20,0,
192.168.40.20,192.168.40.215,1639,1883,6,13350.48676,0,1,20,0,
192.168.1.208,192.168.40.20,5612,1883,6,13322.8302,0,1,20,0,
192.168.40.20,192.168.40.215,5612,1883,6,13236.52267,0,1,20,0,
192.168.1.55,192.168.40.20,13204,1883,6,16641.85524,0,1,20,0,
192.168.40.20,192.168.40.215,13204,1883,6,16586.78055,0,1,20,0,
192.168.40.215,192.168.40.20,1883,8830,6,0,0,1,20,0,
192.168.40.20,192.168.1.104,1883,8830,6,0,0,1,20,0,
192.168.40.232,224.0.0.251,5353,5353,17,98314646.24,202750.6828,21,8,0,
192.168.40.20,192.168.40.68,46480,5900,6,99207414.63,15.02037048,762,20,0,
192.168.1.153,192.168.40.20,27907,1883,6,31572248.46,0,1,20,0,
192.168.1.5,192.168.40.20,37128,1883,6,31572237.49,0,1,20,0,
192.168.1.229,192.168.40.20,35879,1883,6,31572227.24,0,1,20,0,
192.168.1.12,192.168.40.20,54210,1883,6,31572216.51,0,1,20,0,
192.168.1.78,192.168.40.20,25214,1883,6,31572206.26,0,1,20,0,
192.168.1.160,192.168.40.20,27671,1883,6,31572195.77,0,1,20,0,
192.168.1.47,192.168.40.20,47719,1883,6,31572184.09,0,1,20,0,
192.168.1.228,192.168.40.20,3195,1883,6,31571912.29,0,1,20,0,
192.168.1.245,192.168.40.20,290,1883,6,31571901.56,0,1,20,0,
192.168.1.72,192.168.40.20,22539,1883,6,31571804.76,0,1,20,0,
192.168.1.190,192.168.40.20,1160,1883,6,31571793.79,0,1,20,0,
192.168.1.167,192.168.40.20,59512,1883,6,31571782.11,0,1,20,0,
192.168.1.169,192.168.40.20,62588,1883,6,31569314,0,1,20,0,
192.168.1.39,192.168.40.20,42926,1883,6,31567224.98,0,1,20,0,
192.168.1.123,192.168.40.20,25045,1883,6,31561190.37,0,1,20,0,
192.168.1.118,192.168.40.20,12774,1883,6,31559690.95,0,1,20,0,
192.168.1.36,192.168.40.20,55493,1883,6,31556212.43,0,1,20,0,
192.168.1.189,192.168.40.20,25005,1883,6,31553136.11,0,1,20,0,
192.168.1.94,192.168.40.20,53163,1883,6,31547331.33,0,1,20,0,
192.168.1.79,192.168.40.20,30634,1883,6,31546148.3,0,1,20,0,
192.168.1.229,192.168.40.20,34724,1883,6,31543244.12,0,1,20,0,
192.168.1.124,192.168.40.20,8653,1883,6,31540214.06,0,1,20,0,
192.168.1.26,192.168.40.20,57762,1883,6,31537180.19,0,1,20,0,
192.168.1.7,192.168.40.20,37023,1883,6,31533485.89,0,1,20,0,
192.168.1.46,192.168.40.20,2282,1883,6,31527098.66,0,1,20,0,
192.168.1.247,192.168.40.20,57045,1883,6,31525243.04,0,1,20,0,
192.168.1.201,192.168.40.20,59800,1883,6,31522510.77,0,1,20,0,
192.168.1.149,192.168.40.20,16132,1883,6,31516626.83,0,1,20,0,
192.168.1.86,192.168.40.20,52228,1883,6,31515220.17,0,1,20,0,
192.168.1.173,192.168.40.20,40180,1883,6,31512971.4,0,1,20,0,
192.168.1.66,192.168.40.20,55336,1883,6,31509865.52,0,1,20,0,
192.168.1.251,192.168.40.20,17997,1883,6,31506603.48,0,1,20,0,
192.168.1.58,192.168.40.20,18754,1883,6,31503425.12,0,1,20,0,
192.168.1.214,192.168.40.20,16211,1883,6,31496352.67,0,1,20,0,
192.168.1.8,192.168.40.20,27076,1883,6,31495651.25,0,1,20,0,
192.168.1.199,192.168.40.20,38331,1883,6,31492222.31,0,1,20,0,
192.168.1.148,192.168.40.20,1564,1883,6,31558554.17,0,1,20,0,
192.168.1.49,192.168.40.20,59124,1883,6,31558542.73,0,1,20,0,
192.168.1.63,192.168.40.20,53468,1883,6,31558530.57,0,1,20,0,
192.168.1.127,192.168.40.20,58981,1883,6,31558519.12,0,1,20,0,
192.168.1.78,192.168.40.20,11027,1883,6,31557425.5,0,1,20,0,
192.168.1.213,192.168.40.20,17583,1883,6,31557413.58,0,1,20,0,
192.168.1.58,192.168.40.20,28513,1883,6,31557402.13,0,1,20,0,
192.168.1.88,192.168.40.20,22961,1883,6,31557389.26,0,1,20,0,
192.168.1.70,192.168.40.20,12800,1883,6,31556480.88,0,1,20,0,
192.168.1.218,192.168.40.20,64058,1883,6,31556467.06,0,1,20,0,
192.168.1.233,192.168.40.20,9805,1883,6,31556454.9,0,1,20,0,
192.168.1.86,192.168.40.20,57661,1883,6,31556440.83,0,1,20,0,
192.168.1.244,192.168.40.20,37078,1883,6,31556428.43,0,1,20,0,
192.168.1.55,192.168.40.20,17010,1883,6,31555494.55,0,1,20,0,
192.168.1.148,192.168.40.20,4720,1883,6,32123728.99,0,2,20,0,
192.168.40.20,192.168.40.215,12375,1883,6,20522357.7,0,1,20,0,
192.168.40.20,192.168.40.215,53321,1883,6,14503397.94,0,2,20,0,
192.168.40.20,192.168.40.215,20687,1883,6,14689871.07,0,2,20,0,
192.168.40.20,192.168.40.215,9521,1883,6,16934337.85,0,1,20,0,
192.168.40.20,192.168.40.215,29147,1883,6,17537216.42,0,2,20,0,
192.168.40.20,192.168.40.215,55895,1883,6,15195430.04,4577032.089,3,20,0,
192.168.40.20,192.168.40.215,16568,1883,6,17654316.43,0,2,20,0,
192.168.40.20,192.168.40.215,28701,1883,6,22660960.67,0,2,20,0,
192.168.40.20,192.168.40.215,34184,1883,6,19149359.46,0,2,20,0,
192.168.40.20,192.168.40.215,14701,1883,6,22562952.76,0,2,20,0,
192.168.40.20,192.168.40.215,39163,1883,6,17655615.09,0,2,20,0,
192.168.40.20,192.168.40.215,58872,1883,6,14614735.84,0,1,20,0,
192.168.40.20,192.168.40.215,46411,1883,6,13231392.15,0,2,20,0,
192.168.40.20,192.168.40.215,6835,1883,6,18185028.08,7457609.415,3,20,0,
192.168.40.20,192.168.40.215,27840,1883,6,18161230.56,0,2,20,0,
192.168.40.20,192.168.40.215,64191,1883,6,18292929.65,7188113.689,3,20,0,
192.168.40.215,192.168.40.20,1883,61886,6,14960592.99,0,2,20,0,
192.168.40.215,192.168.40.20,1883,46983,6,14331639.53,0,1,20,0,
192.168.40.215,192.168.40.20,1883,37842,6,21806586.98,0,1,20,0,
192.168.40.20,192.168.40.215,27023,1883,6,21224025.96,0,2,20,0,
192.168.40.20,192.168.40.215,14195,1883,6,15812276.36,0,1,20,0,
192.168.40.215,192.168.40.20,1883,15122,6,12827926.64,0,1,20,0,
192.168.40.215,192.168.40.20,1883,47684,6,16748399.5,0,2,20,0,
192.168.40.215,192.168.40.20,1883,57335,6,12361363.89,0,2,20,0,
192.168.40.20,192.168.40.215,26127,1883,6,21677937.98,0,1,20,0,
192.168.40.20,192.168.40.215,6883,1883,6,16064138.89,0,2,20,0,
192.168.40.20,192.168.40.215,38328,1883,6,21082657.81,0,2,20,0,
192.168.40.215,192.168.40.20,1883,59780,6,21465269.09,0,2,20,0,
192.168.40.20,192.168.40.215,56682,1883,6,16738612.41,0,1,20,0,
192.168.40.20,192.168.40.215,1250,1883,6,16663515.09,0,2,20,0,
192.168.40.20,192.168.40.215,55669,1883,6,16506697.42,0,2,20,0,
192.168.40.20,192.168.40.215,29176,1883,6,20137907.51,0,2,20,0,
192.168.40.20,192.168.40.215,13232,1883,6,21032038.69,0,1,20,0,
192.168.40.20,192.168.40.215,14767,1883,6,12137920.62,0,2,20,0,
192.168.40.20,192.168.40.215,31598,1883,6,20037428.14,0,2,20,0,
192.168.40.20,192.168.40.215,51126,1883,6,13612529.75,0,2,20,0,
192.168.40.20,192.168.40.215,29498,1883,6,16366377.35,5019643.545,3,20,0,
192.168.40.215,192.168.40.20,1883,62986,6,13195116.04,0,2,20,0,
192.168.40.20,192.168.40.215,56893,1883,6,14698627.23,0,2,20,0,
192.168.40.215,192.168.40.20,1883,51939,6,17833165.41,0,2,20,0,
192.168.40.215,192.168.40.20,1883,57107,6,17642172.34,0,2,20,0,
192.168.40.20,192.168.40.215,25685,1883,6,21115430.59,804467.2012,3,20,0,
192.168.40.215,192.168.40.20,1883,64343,6,13201305.15,0,2,20,0,
192.168.40.20,192.168.40.215,32383,1883,6,19753549.1,0,1,20,0,
192.168.40.20,192.168.40.215,24941,1883,6,15240971.33,0,2,20,0,
192.168.40.20,192.168.40.215,8077,1883,6,17446655.75,0,1,20,0,
192.168.40.20,192.168.40.215,24788,1883,6,15265303.13,0,2,20,0,
192.168.40.20,192.168.40.215,14425,1883,6,13900345.09,0,1,20,0,
192.168.40.20,192.168.40.215,55270,1883,6,11583197.59,0,2,20,0,
192.168.40.20,192.168.40.215,51760,1883,6,14387795.93,0,2,20,0,
192.168.40.20,192.168.40.215,54651,1883,6,15130115.03,0,2,20,0,
192.168.40.20,192.168.40.215,17280,1883,6,14871107.58,0,2,20,0,
192.168.40.20,192.168.40.215,7085,1883,6,18948220.25,0,1,20,0,
192.168.40.20,192.168.40.215,57364,1883,6,15501371.38,0,2,20,0,
192.168.40.20,192.168.40.215,36477,1883,6,16564590.93,0,2,20,0,
192.168.40.20,192.168.40.215,62134,1883,6,20256839.75,0,2,20,0,
192.168.40.215,192.168.40.20,1883,7650,6,20242842.91,0,1,20,0,
192.168.40.215,192.168.40.20,1883,37990,6,16789646.63,0,2,20,0,
192.168.40.20,192.168.40.215,49441,1883,6,14608601.81,0,2,20,0,
192.168.40.20,192.168.40.215,27460,1883,6,18649646.76,0,1,20,0,
192.168.40.20,192.168.40.215,57082,1883,6,19171805.38,0,1,20,0,
192.168.40.20,192.168.40.215,14213,1883,6,17892141.58,0,2,20,0,
192.168.40.215,192.168.40.20,1883,9419,6,13863862.28,0,2,20,0,
192.168.40.215,192.168.40.20,1883,65142,6,11243113.28,0,1,20,0,
192.168.40.215,192.168.40.20,1883,15365,6,16780333.04,0,1,20,0,
192.168.40.215,192.168.40.20,1883,46626,6,15912859.92,0,2,20,0,
192.168.40.215,192.168.40.20,1883,3388,6,19798062.8,0,2,20,0,
192.168.40.20,192.168.40.215,26198,1883,6,11971653.46,0,2,20,0,
192.168.40.215,192.168.40.20,1883,64261,6,11690742.25,0,2,20,0,
192.168.40.215,192.168.40.20,1883,19233,6,19065625.67,0,2,20,0,
192.168.40.20,192.168.40.215,48439,1883,6,14659206.15,0,1,20,0,
192.168.40.20,192.168.40.215,6888,1883,6,18071846.96,0,1,20,0,
192.168.40.215,192.168.40.20,1883,8488,6,18986748.7,7499789.238,3,20,0,
192.168.40.20,192.168.40.215,28320,1883,6,19396496.06,0,2,20,0,
192.168.40.20,192.168.40.215,1422,1883,6,12958919.76,0,2,20,0,
192.168.40.20,192.168.40.215,50691,1883,6,14176579,0,1,20,0,
192.168.40.20,192.168.40.215,13627,1883,6,12490647.32,0,2,20,0,
192.168.40.20,192.168.40.215,45850,1883,6,16538600.68,0,1,20,0,
192.168.40.215,192.168.40.20,1883,43673,6,12584890.37,0,2,20,0,
192.168.40.20,192.168.40.215,34588,1883,6,13804105.52,0,2,20,0,
192.168.40.20,192.168.40.215,53012,1883,6,8819902.897,3941070.318,3,20,0,
192.168.40.20,192.168.40.215,12352,1883,6,17177939.89,0,2,20,0,
192.168.40.20,192.168.40.215,37277,1883,6,9386967.182,0,2,20,0,
192.168.40.20,192.168.40.215,51413,1883,6,16437782.76,0,2,20,0,
192.168.40.215,192.168.40.20,1883,28633,6,10934161.19,0,1,20,0,
192.168.40.20,192.168.40.215,53160,1883,6,13027691.13,0,2,20,0,
192.168.40.20,192.168.40.215,54261,1883,6,15451154.47,0,2,20,0,
192.168.40.20,192.168.40.215,8711,1883,6,16944040.3,0,2,20,0,
192.168.40.215,192.168.40.20,1883,11996,6,12302883.86,0,2,20,0,
192.168.40.20,192.168.40.215,37897,1883,6,13252223.73,0,2,20,0,
192.168.40.20,192.168.40.215,58157,1883,6,15184121.85,0,2,20,0,
192.168.40.20,192.168.40.215,1287,1883,6,17295319.32,0,2,20,0,
192.168.40.20,192.168.40.215,12885,1883,6,13919439.79,0,1,20,0,
192.168.40.20,192.168.40.215,46880,1883,6,12436097.15,0,2,20,0,
192.168.40.20,192.168.40.215,49555,1883,6,10897362.95,0,2,20,0,
192.168.40.20,192.168.40.215,12829,1883,6,9172969.341,0,2,20,0,
192.168.40.20,192.168.40.215,16283,1883,6,11691579.82,2095922.232,3,20,0,
192.168.40.20,192.168.40.215,59236,1883,6,12058635.71,0,2,20,0,
192.168.40.20,192.168.40.215,64511,1883,6,17055354.12,0,2,20,0,
192.168.40.215,192.168.40.20,1883,36744,6,11727315.9,0,1,20,0,
192.168.40.20,192.168.40.215,38664,1883,6,13453156.71,0,2,20,0,
192.168.40.215,192.168.40.20,1883,44312,6,15515026.09,0,2,20,0,
192.168.40.215,192.168.40.20,1883,60365,6,7520752.192,0,2,20,0,
192.168.40.215,192.168.40.20,1883,9784,6,14173979.52,0,2,20,0,
192.168.40.20,192.168.40.215,20630,1883,6,12198350.91,0,2,20,0,
192.168.40.215,192.168.40.20,1883,1278,6,11174072.27,0,2,20,0,
192.168.40.215,192.168.40.20,1883,18898,6,14536586.76,0,1,20,0,
192.168.40.20,192.168.40.215,27659,1883,6,8930078.268,0,2,20,0,
192.168.40.20,192.168.40.215,51310,1883,6,8594826.698,0,1,20,0,
192.168.40.20,192.168.40.215,45165,1883,6,15742188.45,0,2,20,0,
192.168.40.20,192.168.40.215,43978,1883,6,12300303.7,3087461.472,3,20,0,
192.168.40.20,192.168.40.215,5280,1883,6,17365242,0,1,20,0,
192.168.40.20,192.168.40.215,64599,1883,6,11410634.76,0,2,20,0,
192.168.40.20,192.168.40.215,44976,1883,6,12128767.97,0,1,20,0,
192.168.40.20,192.168.40.215,33990,1883,6,10090933.56,0,2,20,0,
192.168.40.20,192.168.40.215,54669,1883,6,8476300.001,0,1,20,0,
192.168.40.20,192.168.40.215,54723,1883,6,15678154.23,0,2,20,0,
192.168.40.215,192.168.40.20,1883,43798,6,14203232.05,6646045.685,3,20,0,
192.168.40.215,192.168.40.20,1883,61793,6,8084270.477,0,2,20,0,
192.168.40.215,192.168.40.20,1883,3161,6,15388196.95,0,2,20,0,
192.168.40.20,192.168.40.215,5891,1883,6,11643776.89,0,2,20,0,
192.168.40.20,192.168.40.215,19926,1883,6,14870527.27,0,2,20,0,
192.168.40.20,192.168.40.215,48663,1883,6,8154466.867,0,2,20,0,
192.168.40.20,192.168.40.215,2584,1883,6,13239503.38,0,2,20,0,
192.168.40.20,192.168.40.215,37390,1883,6,16188646.79,0,2,20,0,
192.168.40.20,192.168.40.215,10080,1883,6,14343509.44,0,1,20,0,
192.168.40.20,192.168.40.215,62743,1883,6,15349341.63,4190958.977,3,20,0,
192.168.40.20,192.168.40.215,61031,1883,6,14951268.91,0,2,20,0,
192.168.40.215,192.168.40.20,1883,19617,6,11218666.55,0,1,20,0,
192.168.40.20,192.168.40.215,57671,1883,6,13850610.97,0,2,20,0,
192.168.40.20,192.168.40.215,8131,1883,6,13950464.73,0,2,20,0,
192.168.40.20,192.168.40.215,4912,1883,6,8823233.366,0,2,20,0,
192.168.40.20,192.168.40.215,15895,1883,6,15215916.87,0,2,20,0,
192.168.40.20,192.168.40.215,61515,1883,6,11988964.56,0,2,20,0,
192.168.40.20,192.168.40.215,33806,1883,6,10293086.29,0,2,20,0,
192.168.40.215,192.168.40.20,1883,23691,6,15575623.99,0,2,20,0,
192.168.40.215,192.168.40.20,1883,32120,6,10646794.56,0,1,20,0,
192.168.40.20,192.168.40.215,51030,1883,6,7491594.553,0,2,20,0,
192.168.40.20,192.168.40.215,30720,1883,6,14713092.8,0,2,20,0,
192.168.40.20,192.168.40.215,44831,1883,6,13030417.68,6339998.007,3,20,0,
192.168.40.215,192.168.40.20,1883,11256,6,14338794.47,0,1,20,0,
192.168.40.20,192.168.40.215,24663,1883,6,11068616.87,4119244.814,3,20,0,
192.168.40.20,192.168.40.215,17713,1883,6,9906433.821,0,2,20,0,
192.168.40.20,192.168.40.215,11094,1883,6,12404604.2,0,2,20,0,
192.168.40.20,192.168.40.215,36197,1883,6,14450827.12,0,2,20,0,
192.168.40.20,192.168.40.215,45048,1883,6,11403606.18,0,2,20,0,
192.168.40.20,192.168.40.215,42616,1883,6,10468270.78,0,2,20,0,
192.168.40.20,192.168.40.215,15973,1883,6,6620306.253,0,1,20,0,
192.168.40.215,192.168.40.20,1883,6587,6,7320695.4,0,1,20,0,
192.168.40.20,192.168.40.215,26413,1883,6,9634845.972,0,2,20,0,
192.168.40.215,192.168.40.20,1883,46487,6,5336046.457,0,2,20,0,
192.168.40.215,192.168.40.20,1883,44951,6,14337259.29,0,2,20,0,
192.168.40.215,192.168.40.20,1883,24689,6,6319975.376,0,1,20,0,
192.168.40.20,192.168.40.215,6168,1883,6,5187208.176,0,2,20,0,
192.168.40.215,192.168.40.20,1883,41814,6,11840495.59,0,2,20,0,
192.168.40.20,192.168.40.215,20778,1883,6,13748680.83,0,2,20,0,
192.168.40.20,192.168.40.215,15636,1883,6,6271035.433,0,2,20,0,
192.168.40.20,192.168.40.215,49173,1883,6,5058318.615,0,2,20,0,
192.168.40.20,192.168.40.215,35953,1883,6,8529821.157,0,2,20,0,
192.168.40.20,192.168.40.215,4177,1883,6,11378523.59,0,1,20,0,
192.168.40.20,192.168.40.215,3935,1883,6,9693244.219,0,2,20,0,
192.168.40.20,192.168.40.215,21440,1883,6,11558336.26,0,2,20,0,
192.168.40.20,192.168.40.215,18711,1883,6,4533529.758,0,2,20,0,
192.168.40.20,192.168.40.215,44873,1883,6,8601634.502,0,2,20,0,
192.168.40.20,192.168.40.215,9478,1883,6,6467044.83,0,1,20,0,
192.168.40.20,192.168.40.215,56285,1883,6,11335299.73,0,2,20,0,
192.168.40.20,192.168.40.215,46430,1883,6,4751973.391,0,2,20,0,
192.168.40.20,192.168.40.215,7419,1883,6,11829211.95,0,2,20,0,
192.168.40.20,192.168.40.215,39353,1883,6,9564699.173,0,2,20,0,
192.168.40.20,192.168.40.215,23742,1883,6,12589092.49,5984300.137,3,20,0,
192.168.40.215,192.168.40.20,1883,1307,6,11077332.5,0,2,20,0,
192.168.40.20,192.168.40.215,12048,1883,6,7253175.974,0,1,20,0,
192.168.40.20,192.168.40.215,31105,1883,6,5894708.633,0,2,20,0,
192.168.40.20,192.168.40.215,37410,1883,6,2942930.698,0,2,20,0,
192.168.40.20,192.168.40.215,36110,1883,6,3021890.402,0,2,20,0,
192.168.40.20,192.168.40.215,23088,1883,6,12986247.54,0,1,20,0,
192.168.40.20,192.168.40.215,44597,1883,6,10834771.63,0,2,20,0,
192.168.40.20,192.168.40.215,4661,1883,6,12424154.52,0,2,20,0,
192.168.40.20,192.168.40.215,20545,1883,6,3707744.122,0,1,20,0,
192.168.40.20,192.168.40.215,61304,1883,6,6479667.664,0,2,20,0,
192.168.40.20,192.168.40.215,30775,1883,6,9570443.153,0,2,20,0,
192.168.40.20,192.168.40.215,58969,1883,6,9361569.881,0,2,20,0,
192.168.40.20,192.168.40.215,61657,1883,6,6276353.121,0,2,20,0,
